"DISTANCE","SWATHWIDTH","VRYIELDVOL","Crop","WetMass","Moisture","Time","Heading","VARIETY","Elevation","IsoTime","yield_bu"
4.85728122,5,61.04754975,174,3691.461801,13.66,"9/19/2016 5:12:10 PM",222.16809448,"23A42",782.55564612,"2016-09-19T17:12:10.974Z",61.0576268004483
4.03707124,5,64.57772029,174,3901.75291229,13.59,"9/19/2016 5:12:11 PM",230.18809448,"23A42",782.79842827,"2016-09-19T17:12:11.976Z",64.5882124810304
2.85596888,5,76.19147973,174,4595.4840316,13.44,"9/19/2016 5:12:14 PM",251.73809448,"23A42",783.31680098,"2016-09-19T17:12:14.973Z",76.2040417194054
2.95439408,5,92.41066693,174,5569.23534286,13.37,"9/19/2016 5:12:15 PM",257.81809448,"23A42",783.41850701,"2016-09-19T17:12:15.975Z",92.4258348183835
2.98720248,5,94.61809773,174,5700.95807555,13.35,"9/19/2016 5:12:17 PM",267.05809448,"23A42",783.60879573,"2016-09-19T17:12:17.982Z",94.6337197790053
3.38090327,5,89.90649568,174,5415.81922688,13.33,"9/19/2016 5:12:18 PM",267.67809448,"23A42",783.77283772,"2016-09-19T17:12:18.984Z",89.9212744049214
3.74179565,5,90.72476581,174,5475.21003179,13.49,"9/19/2016 5:12:19 PM",267.58809448,"23A42",783.91719468,"2016-09-19T17:12:19.977Z",90.7395440325964
3.90583765,5,84.02299285,174,5081.34143737,13.67,"9/19/2016 5:12:20 PM",268.24809448,"23A42",784.01890071,"2016-09-19T17:12:20.981Z",84.0368211279985
4.00426285,5,99.21128721,174,5995.69540742,13.61,"9/19/2016 5:12:21 PM",269.31809448,"23A42",784.17638103,"2016-09-19T17:12:21.983Z",99.2276103921483
4.29953844,5,84.06908597,174,5077.65763361,13.56,"9/19/2016 5:12:22 PM",269.66809448,"23A42",784.26168287,"2016-09-19T17:12:22.975Z",84.0828976722698
4.72604762,5,79.87418828,174,4822.6170356,13.53,"9/19/2016 5:12:23 PM",269.48809448,"23A42",784.3797931,"2016-09-19T17:12:23.976Z",79.8872979058107
4.79166442,5,76.1337037,174,4596.24233914,13.52,"9/19/2016 5:12:24 PM",269.96809448,"23A42",784.49790334,"2016-09-19T17:12:24.980Z",76.1461757641432
4.95570641,5,69.89526396,174,4218.15695867,13.49,"9/19/2016 5:12:25 PM",269.95809448,"23A42",784.60617105,"2016-09-19T17:12:25.980Z",69.9066587154294
5.25098201,5,75.47544539,174,4553.87334516,13.47,"9/19/2016 5:12:26 PM",270.01809448,"23A42",784.65538365,"2016-09-19T17:12:26.983Z",75.4878660070297
5.3165988,5,71.21110372,174,4299.06631059,13.52,"9/19/2016 5:12:27 PM",269.89809448,"23A42",784.79645977,"2016-09-19T17:12:27.978Z",71.2228456972841
5.3165988,5,73.4876685,174,4437.52102213,13.54,"9/19/2016 5:12:28 PM",269.17809448,"23A42",784.84895321,"2016-09-19T17:12:28.981Z",73.4996298033256
5.3494072,5,72.9459237,174,4404.30231116,13.53,"9/19/2016 5:12:29 PM",269.14809448,"23A42",784.91128917,"2016-09-19T17:12:29.983Z",72.9578583996178
5.415024,5,65.96089014,174,3984.40477384,13.57,"9/19/2016 5:12:30 PM",269.20809448,"23A42",784.99002932,"2016-09-19T17:12:30.984Z",65.9716675484658
5.415024,5,72.99481354,174,4415.93823446,13.7,"9/19/2016 5:12:31 PM",269.11809448,"23A42",785.06548864,"2016-09-19T17:12:31.985Z",73.0067949490226
5.4806408,5,72.67485936,174,4398.10714791,13.73,"9/19/2016 5:12:32 PM",268.80809448,"23A42",785.1114204,"2016-09-19T17:12:32.977Z",72.6867248372022
5.415024,5,63.1471599,174,3818.8626826,13.67,"9/19/2016 5:12:33 PM",269.19809448,"23A42",785.078612,"2016-09-19T17:12:33.978Z",63.1575508407774
5.3822156,5,74.23469441,174,4490.42393632,13.69,"9/19/2016 5:12:34 PM",270.05809448,"23A42",785.10485872,"2016-09-19T17:12:34.982Z",74.2468371539807
5.5462576,5,75.33550802,174,4553.84497081,13.63,"9/19/2016 5:12:35 PM",269.91809448,"23A42",785.15079048,"2016-09-19T17:12:35.983Z",75.347814200931
5.5134492,5,72.15881024,174,4360.3135797,13.6,"9/19/2016 5:12:36 PM",269.74809448,"23A42",785.15735216,"2016-09-19T17:12:36.985Z",72.170707526069
5.5462576,5,78.1315123,174,4721.22093635,13.6,"9/19/2016 5:12:37 PM",269.77809448,"23A42",785.20000308,"2016-09-19T17:12:37.985Z",78.1443465326897
5.5462576,5,70.59392457,174,4265.25907332,13.59,"9/19/2016 5:12:38 PM",270.59809448,"23A42",785.25577735,"2016-09-19T17:12:38.976Z",70.6055625527933
5.5134492,5,77.80985091,174,4702.86599312,13.62,"9/19/2016 5:12:39 PM",270.70809448,"23A42",785.25577735,"2016-09-19T17:12:39.977Z",77.8225219321275
5.4806408,5,75.06910757,174,4538.27299735,13.64,"9/19/2016 5:12:40 PM",270.38809448,"23A42",785.24265399,"2016-09-19T17:12:40.979Z",75.0814666764648
5.57906599,5,74.69385872,174,4515.58634733,13.64,"9/19/2016 5:12:41 PM",269.86809448,"23A42",785.1770372,"2016-09-19T17:12:41.982Z",74.7061373477814
5.61187439,5,77.92291525,174,4717.35403126,13.76,"9/19/2016 5:12:42 PM",269.36809448,"23A42",785.18359888,"2016-09-19T17:12:42.985Z",77.9357493593606
5.5134492,5,76.82021168,174,4609.96916602,1,"9/19/2016 5:12:43 PM",269.03809448,"23A42",785.16719468,"2016-09-19T17:12:43.978Z",87.4304497003793
5.57906599,5,73.71195501,174,4469.68429009,13.9,"9/19/2016 5:12:44 PM",269.30809448,"23A42",785.10485872,"2016-09-19T17:12:44.980Z",73.7241029457374
5.5462576,5,78.19560049,174,4744.30570695,13.95,"9/19/2016 5:12:45 PM",269.23809448,"23A42",785.0950162,"2016-09-19T17:12:45.982Z",78.2083344986681
5.57906599,5,82.52160509,174,5003.29220779,13.89,"9/19/2016 5:12:46 PM",269.49809448,"23A42",785.02611856,"2016-09-19T17:12:46.984Z",82.5351517265894
5.5134492,5,76.19194957,174,4615.77501081,13.82,"9/19/2016 5:12:47 PM",270.18809448,"23A42",784.97034428,"2016-09-19T17:12:47.986Z",76.2045000826831
5.64468279,5,78.5005343,174,4752.31649183,13.76,"9/19/2016 5:12:49 PM",269.77809448,"23A42",784.77021305,"2016-09-19T17:12:49.981Z",78.5133667155975
5.64468279,5,76.07369309,174,4565.17275516,1,"9/19/2016 5:12:50 PM",270.25809448,"23A42",784.64226029,"2016-09-19T17:12:50.982Z",86.5808625978621
5.71029959,5,75.83436258,174,4585.59068747,13.66,"9/19/2016 5:12:51 PM",269.66809448,"23A42",784.51758838,"2016-09-19T17:12:51.983Z",75.8467241295325
5.61187439,5,85.29676682,174,5156.57531324,13.64,"9/19/2016 5:12:52 PM",269.59809448,"23A42",784.41588234,"2016-09-19T17:12:52.985Z",85.3106980941392
5.67749119,5,74.79794917,174,4521.87732006,13.64,"9/19/2016 5:12:53 PM",270.37809448,"23A42",784.34370386,"2016-09-19T17:12:53.987Z",74.81021558628
5.71029959,5,75.77287831,174,4585.59067773,13.73,"9/19/2016 5:12:55 PM",270.66809448,"23A42",784.25184035,"2016-09-19T17:12:55.981Z",75.7852313731355
5.67749119,5,73.95751416,174,4476.77130834,13.75,"9/19/2016 5:12:56 PM",269.92809448,"23A42",784.24527867,"2016-09-19T17:12:56.983Z",73.9696408705604
5.64468279,5,80.16802301,174,4854.39485969,13.78,"9/19/2016 5:12:57 PM",269.53809448,"23A42",784.22559363,"2016-09-19T17:12:57.985Z",80.1812116479831
5.57906599,5,75.63078974,174,4584.43855775,13.87,"9/19/2016 5:12:58 PM",269.66809448,"23A42",784.27808707,"2016-09-19T17:12:58.977Z",75.643236202875
5.5462576,5,76.98562178,174,4669.27401356,13.92,"9/19/2016 5:12:59 PM",269.60809448,"23A42",784.32073798,"2016-09-19T17:12:59.981Z",76.9982963768668
9.81134946,5,56.34885345,174,3412.86810529,13.8,"9/19/2016 5:13:01 PM",269.61809448,"23A42",784.39947814,"2016-09-19T17:13:01.978Z",56.3580901678157
5.5462576,5,94.35571986,174,5709.52121284,13.72,"9/19/2016 5:13:03 PM",270.48809448,"23A42",784.50446502,"2016-09-19T17:13:03.985Z",94.3711667133784
5.57906599,5,78.92722538,174,4777.03791728,13.74,"9/19/2016 5:13:06 PM",270.13809448,"23A42",784.63569861,"2016-09-19T17:13:06.979Z",78.9400940123703
4.52919723,5,82.03099729,174,4964.89540004,13.74,"9/19/2016 5:13:07 PM",270.24809448,"23A42",784.57336266,"2016-09-19T17:13:07.981Z",82.0444209209675
4.49638883,5,81.22152444,174,4915.90467206,13.74,"9/19/2016 5:13:10 PM",272.81809448,"23A42",784.5274309,"2016-09-19T17:13:10.977Z",81.2348538336965
5.64468279,5,64.98915299,174,3933.44934649,13.74,"9/19/2016 5:13:11 PM",274.67809448,"23A42",784.53071174,"2016-09-19T17:13:11.982Z",64.9998736835685
4.62762243,5,84.7819432,174,5131.40092447,13.74,"9/19/2016 5:13:12 PM",275.69809448,"23A42",784.39291646,"2016-09-19T17:13:12.984Z",84.7959087633682
4.75885602,5,87.64786136,174,5304.85711497,13.74,"9/19/2016 5:13:15 PM",262.18809448,"23A42",783.96640728,"2016-09-19T17:13:15.991Z",87.6622556968031
3.47932846,5,59.74004877,174,3615.74668252,13.74,"9/19/2016 5:13:41 PM",292.43809448,"23A42",783.78596108,"2016-09-19T17:13:41.983Z",59.7498675927539
3.80741245,5,66.95546186,174,4052.45301425,13.74,"9/19/2016 5:13:43 PM",313.23809448,"23A42",783.61863825,"2016-09-19T17:13:43.980Z",66.9663978944837
3.84022085,5,58.67081128,174,3551.02944607,13.74,"9/19/2016 5:13:44 PM",322.47809448,"23A42",783.58582985,"2016-09-19T17:13:44.974Z",58.6804214593866
3.57775366,5,73.02731717,174,4419.95034288,13.74,"9/19/2016 5:13:47 PM",324.66809448,"23A42",783.65472749,"2016-09-19T17:13:47.980Z",73.0392560492009
3.61056206,5,71.19177809,174,4308.85947904,13.74,"9/19/2016 5:13:48 PM",328.50809448,"23A42",783.55630229,"2016-09-19T17:13:48.982Z",71.2034901651323
2.65911849,5,67.72287101,174,4141.15636046,14.62,"9/19/2016 5:14:24 PM",352.41809448,"23A42",783.74002932,"2016-09-19T17:14:24.986Z",67.7340862176388
2.72473529,5,85.57453973,174,5216.2635981,14.35,"9/19/2016 5:14:25 PM",351.79809448,"23A42",783.68425504,"2016-09-19T17:14:25.978Z",85.5886929458362
2.52788489,5,90.49554047,174,5508.49346223,14.23,"9/19/2016 5:14:26 PM",350.73809448,"23A42",783.72034428,"2016-09-19T17:14:26.981Z",90.5102460259515
2.72473529,5,93.97180522,174,5721.4422799,14.25,"9/19/2016 5:14:27 PM",349.12809448,"23A42",783.66457,"2016-09-19T17:14:27.984Z",93.9872941573611
4.43077203,5,76.86990528,174,4679.6530289,14.24,"9/19/2016 5:14:31 PM",339.47809448,"23A42",783.44147289,"2016-09-19T17:14:31.986Z",76.882575432656
4.36515523,5,79.6348273,174,4844.58062253,14.18,"9/19/2016 5:14:32 PM",337.81809448,"23A42",783.39882197,"2016-09-19T17:14:32.987Z",79.6478752922461
4.23392164,5,83.86556048,174,5102.55374876,14.19,"9/19/2016 5:14:33 PM",336.88809448,"23A42",783.49724717,"2016-09-19T17:14:33.979Z",83.879336624731
4.16830484,5,86.58693398,174,5271.80515601,14.25,"9/19/2016 5:14:34 PM",336.26809448,"23A42",783.46443877,"2016-09-19T17:14:34.981Z",86.6010138175972
4.16830484,5,88.66340687,174,5395.72178727,14.21,"9/19/2016 5:14:35 PM",334.94809448,"23A42",783.40866449,"2016-09-19T17:14:35.983Z",88.6779640095581
4.13549644,5,88.64675659,174,5389.6862906,14.13,"9/19/2016 5:14:36 PM",333.86809448,"23A42",783.44147289,"2016-09-19T17:14:36.984Z",88.6613719873222
4.23392164,5,75.53200993,174,4588.57103179,14.06,"9/19/2016 5:14:37 PM",333.05809448,"23A42",783.50052801,"2016-09-19T17:14:37.978Z",75.5444050712706
4.23392164,5,74.11695247,174,4503.65044417,14.08,"9/19/2016 5:14:38 PM",332.60809448,"23A42",783.56942565,"2016-09-19T17:14:38.981Z",74.129050989097
4.16830484,5,69.86103367,174,4249.99624475,14.18,"9/19/2016 5:14:39 PM",331.73809448,"23A42",783.54974061,"2016-09-19T17:14:39.983Z",69.8725436253726
4.10268804,5,73.45689658,174,4470.30546304,14.21,"9/19/2016 5:14:40 PM",330.91809448,"23A42",783.49396633,"2016-09-19T17:14:40.986Z",73.4688708188126
4.20111324,5,76.44247325,174,4646.04517093,14.1,"9/19/2016 5:14:41 PM",330.53809448,"23A42",783.37585609,"2016-09-19T17:14:41.980Z",76.4550345177944
4.13549644,5,71.84693887,174,4364.18912611,14.05,"9/19/2016 5:14:42 PM",329.54809448,"23A42",783.42178785,"2016-09-19T17:14:42.986Z",71.8586313006043
4.13549644,5,80.65585178,174,4895.28140936,13.98,"9/19/2016 5:14:43 PM",328.75809448,"23A42",783.52021305,"2016-09-19T17:14:43.977Z",80.6689859833615
4.16830484,5,72.79275841,174,4416.50714087,13.95,"9/19/2016 5:14:44 PM",328.22809448,"23A42",783.61535741,"2016-09-19T17:14:44.981Z",72.8046818911616
4.06987964,5,82.50850478,174,5014.1403167,14.09,"9/19/2016 5:14:45 PM",327.60809448,"23A42",783.64816581,"2016-09-19T17:14:45.984Z",82.5219913041565
4.16830484,5,89.07013221,174,5424.90079808,14.28,"9/19/2016 5:14:46 PM",327.08809448,"23A42",783.72690596,"2016-09-19T17:14:46.985Z",89.0847694274746
4.39796363,5,79.88878939,174,4866.83066892,14.3,"9/19/2016 5:14:47 PM",326.37809448,"23A42",783.72690596,"2016-09-19T17:14:47.988Z",79.9017985299701
4.43077203,5,82.57261655,174,5022.12970099,14.16,"9/19/2016 5:14:48 PM",325.30809448,"23A42",783.83845452,"2016-09-19T17:14:48.980Z",82.5861328607244
4.56200563,5,76.80242994,174,4664.66530622,14.04,"9/19/2016 5:14:49 PM",324.74809448,"23A42",783.8450162,"2016-09-19T17:14:49.983Z",76.8150631652627
4.56200563,5,73.47518337,174,4459.46765168,13.98,"9/19/2016 5:14:50 PM",323.97809448,"23A42",783.96312644,"2016-09-19T17:14:50.985Z",73.4872427964585
4.56200563,5,80.65197574,174,4893.34300512,13.95,"9/19/2016 5:14:51 PM",323.20809448,"23A42",783.97624979,"2016-09-19T17:14:51.976Z",80.6651658219494
4.52919723,5,74.41039703,174,4510.98291877,13.88,"9/19/2016 5:14:52 PM",323.33809448,"23A42",784.03530491,"2016-09-19T17:14:52.982Z",74.4225764299756
4.46358043,5,81.17833314,174,4928.14159232,14,"9/19/2016 5:14:53 PM",322.77809448,"23A42",784.15669599,"2016-09-19T17:14:53.983Z",81.1916047776858
4.56200563,5,80.857458,174,4912.65750512,14.07,"9/19/2016 5:14:54 PM",321.96809448,"23A42",784.20262775,"2016-09-19T17:14:54.984Z",80.8706244089965
4.52919723,5,71.48453125,174,4340.15708515,14.01,"9/19/2016 5:14:55 PM",321.70809448,"23A42",784.36995058,"2016-09-19T17:14:55.986Z",71.4961892245304
4.59481403,5,76.36609333,174,4633.3060247,13.95,"9/19/2016 5:14:56 PM",321.16809448,"23A42",784.37651226,"2016-09-19T17:14:56.977Z",76.3785408860987
4.46358043,5,75.11546813,174,4554.25564926,13.89,"9/19/2016 5:14:57 PM",320.14809448,"23A42",784.41588234,"2016-09-19T17:14:57.979Z",75.1277689574288
4.52919723,5,75.80071705,174,4594.20689345,13.86,"9/19/2016 5:14:58 PM",319.61809448,"23A42",784.48477998,"2016-09-19T17:14:58.986Z",75.8132149045561
4.56200563,5,82.22975863,174,4982.12290157,13.83,"9/19/2016 5:14:59 PM",318.84809448,"23A42",784.55039678,"2016-09-19T17:14:59.977Z",82.2432050628902
4.52919723,5,78.93855471,174,4784.93730074,13.87,"9/19/2016 5:15:00 PM",316.95809448,"23A42",784.5930477,"2016-09-19T17:15:00.982Z",78.95146546221
4.52919723,5,89.46540085,174,5428.07284654,13.95,"9/19/2016 5:15:01 PM",316.59809448,"23A42",784.62585609,"2016-09-19T17:15:01.975Z",89.4800131120243
4.59481403,5,78.5146979,174,4765.32738202,13.98,"9/19/2016 5:15:02 PM",316.59809448,"23A42",784.67506869,"2016-09-19T17:15:02.980Z",78.5274830270805
4.56200563,5,76.588927,174,4645.21345145,13.92,"9/19/2016 5:15:03 PM",318.23809448,"23A42",784.71115793,"2016-09-19T17:15:03.983Z",76.6015275672061
4.56200563,5,88.17862266,174,5346.89427444,13.9,"9/19/2016 5:15:04 PM",320.96809448,"23A42",784.71443877,"2016-09-19T17:15:04.979Z",88.1930262508207
4.62762243,5,77.6788624,174,4710.76320056,13.91,"9/19/2016 5:15:05 PM",322.90809448,"23A42",784.83911069,"2016-09-19T17:15:05.981Z",77.6914950069368
4.52919723,5,84.02857248,174,5095.83887538,13.91,"9/19/2016 5:15:06 PM",323.52809448,"23A42",784.89488497,"2016-09-19T17:15:06.983Z",84.0422928700123
4.59481403,5,78.05490563,174,4737.4257694,13.98,"9/19/2016 5:15:07 PM",323.70809448,"23A42",785.03596108,"2016-09-19T17:15:07.976Z",78.0676943838674
4.56200563,5,74.66186248,174,4539.93619645,14.14,"9/19/2016 5:15:08 PM",323.99809448,"23A42",784.99987184,"2016-09-19T17:15:08.979Z",74.6741229554017
4.56200563,5,83.34463353,174,5073.21897373,14.23,"9/19/2016 5:15:09 PM",324.12809448,"23A42",785.00971436,"2016-09-19T17:15:09.981Z",83.3582358959429
4.59481403,5,79.28449445,174,4821.02310156,14.14,"9/19/2016 5:15:10 PM",324.41809448,"23A42",785.0622078,"2016-09-19T17:15:10.983Z",79.2975179118662
4.59481403,5,88.74142615,174,5392.29954003,14.08,"9/19/2016 5:15:11 PM",324.74809448,"23A42",785.04908444,"2016-09-19T17:15:11.976Z",88.7560108198041
4.52919723,5,89.25439075,174,5420.9460304,14.04,"9/19/2016 5:15:12 PM",325.89809448,"23A42",785.03596108,"2016-09-19T17:15:12.988Z",89.2690652822192
4.66043082,5,83.95292323,174,5096.57910622,14,"9/19/2016 5:15:13 PM",328.54809448,"23A42",785.09829704,"2016-09-19T17:15:13.982Z",83.9666289530498
5.11974841,5,79.41701542,174,4820.66186669,13.99,"9/19/2016 5:15:14 PM",330.56809448,"23A42",785.04252276,"2016-09-19T17:15:14.982Z",79.4301009873577
5.18536521,5,79.04075266,174,4796.70013816,13.97,"9/19/2016 5:15:15 PM",331.57809448,"23A42",785.12126292,"2016-09-19T17:15:15.977Z",79.0536614723956
5.15255681,5,74.14409362,174,4497.97120995,13.94,"9/19/2016 5:15:16 PM",333.37809448,"23A42",785.160633,"2016-09-19T17:15:16.981Z",74.1562073425856
5.18536521,5,76.431369,174,4636.19266362,13.93,"9/19/2016 5:15:17 PM",334.73809448,"23A42",785.160633,"2016-09-19T17:15:17.984Z",76.4438893788838
5.15255681,5,71.9161119,174,4361.29243363,13.91,"9/19/2016 5:15:18 PM",334.09809448,"23A42",785.14094796,"2016-09-19T17:15:18.976Z",71.9279052895032
5.2837904,5,79.5482989,174,4822.45703459,13.88,"9/19/2016 5:15:19 PM",333.86809448,"23A42",785.21312644,"2016-09-19T17:15:19.981Z",79.5613026472971
5.21817361,5,76.59326219,174,4643.85055699,13.89,"9/19/2016 5:15:20 PM",333.87809448,"23A42",785.25577735,"2016-09-19T17:15:20.983Z",76.6057416594653
5.18536521,5,72.97957665,174,4426.29836174,13.92,"9/19/2016 5:15:21 PM",333.91809448,"23A42",785.31483247,"2016-09-19T17:15:21.985Z",72.9915254748236
5.11974841,5,81.30022718,174,4926.95363369,13.85,"9/19/2016 5:15:22 PM",334.88809448,"23A42",785.35092171,"2016-09-19T17:15:22.977Z",81.3136121728723
5.15255681,5,73.82858828,174,4473.12036784,13.83,"9/19/2016 5:15:23 PM",334.87809448,"23A42",785.31155163,"2016-09-19T17:15:23.981Z",73.8407628537879
5.18536521,5,80.79966306,174,4895.47361922,13.83,"9/19/2016 5:15:24 PM",335.12809448,"23A42",785.34107919,"2016-09-19T17:15:24.984Z",80.8128279249401
5.2837904,5,74.51215424,174,4513.48046703,13.81,"9/19/2016 5:15:25 PM",335.41809448,"23A42",785.40341515,"2016-09-19T17:15:25.975Z",74.5243067918229
5.18536521,5,71.13918076,174,4315.1778775,13.93,"9/19/2016 5:15:26 PM",335.43809448,"23A42",785.38373011,"2016-09-19T17:15:26.978Z",71.1508352330316
5.15255681,5,81.10651537,174,4926.64506,14.05,"9/19/2016 5:15:27 PM",335.77809448,"23A42",785.49199783,"2016-09-19T17:15:27.979Z",81.1197591775862
5.25098201,5,74.26710958,174,4511.19983523,14.05,"9/19/2016 5:15:28 PM",335.95809448,"23A42",785.5805805,"2016-09-19T17:15:28.981Z",74.2792386662871
5.15255681,5,79.90705401,174,4852.09305252,14.02,"9/19/2016 5:15:29 PM",335.65809448,"23A42",785.55761462,"2016-09-19T17:15:29.984Z",79.9201074053007
5.15255681,5,79.96285078,174,4852.09305208,13.96,"9/19/2016 5:15:30 PM",335.39809448,"23A42",785.46247027,"2016-09-19T17:15:30.984Z",79.97587858256
5.21817361,5,73.2117563,174,4441.41053381,13.94,"9/19/2016 5:15:31 PM",335.44809448,"23A42",785.44278523,"2016-09-19T17:15:31.976Z",73.2237146627756
5.21817361,5,81.53212401,174,4944.44321829,13.91,"9/19/2016 5:15:32 PM",335.85809448,"23A42",785.48871699,"2016-09-19T17:15:32.977Z",81.545424648005
5.25098201,5,77.5312588,174,4700.18252924,13.88,"9/19/2016 5:15:33 PM",336.19809448,"23A42",785.38701095,"2016-09-19T17:15:33.978Z",77.5440075513695
5.25098201,5,83.97975364,174,5096.43656855,13.97,"9/19/2016 5:15:34 PM",336.37809448,"23A42",785.37716843,"2016-09-19T17:15:34.980Z",83.99357049662
5.3494072,5,83.67866851,174,5086.44254786,14.11,"9/19/2016 5:15:35 PM",336.36809448,"23A42",785.42638103,"2016-09-19T17:15:35.984Z",83.6924426122022
5.25098201,5,70.23843868,174,4273.44740968,14.19,"9/19/2016 5:15:36 PM",336.21809448,"23A42",785.51824455,"2016-09-19T17:15:36.984Z",70.2499084721534
5.2837904,5,71.61073211,174,4362.02138507,14.29,"9/19/2016 5:15:37 PM",335.66809448,"23A42",785.46903195,"2016-09-19T17:15:37.984Z",71.6223856157758
5.15255681,5,67.56497873,174,4125.21099357,14.49,"9/19/2016 5:15:38 PM",335.54809448,"23A42",785.49527867,"2016-09-19T17:15:38.976Z",67.5760138046304
5.2837904,5,65.93385743,174,4016.69469205,14.3,"9/19/2016 5:15:39 PM",334.54809448,"23A42",785.39357263,"2016-09-19T17:15:39.977Z",65.944585269863
5.2837904,5,62.92427295,174,3828.88543797,14.2,"9/19/2016 5:15:40 PM",334.72809448,"23A42",785.42310019,"2016-09-19T17:15:40.980Z",62.9345537505414
5.18536521,5,59.54623238,174,3623.76167606,14.21,"9/19/2016 5:15:41 PM",334.66809448,"23A42",785.40669599,"2016-09-19T17:15:41.983Z",59.5560372009937
5.3165988,5,70.95498403,174,4317.04069189,14.19,"9/19/2016 5:15:42 PM",334.62809448,"23A42",785.40669599,"2016-09-19T17:15:42.975Z",70.9665252435021
5.18536521,5,76.35525988,174,4642.36589505,14.13,"9/19/2016 5:15:43 PM",334.60809448,"23A42",785.56089546,"2016-09-19T17:15:43.980Z",76.367808315698
5.18536521,5,78.04343752,174,4741.13963749,14.06,"9/19/2016 5:15:44 PM",335.13809448,"23A42",785.49527867,"2016-09-19T17:15:44.983Z",78.0562338018947
5.2837904,5,81.72325254,174,4961.79932544,14.01,"9/19/2016 5:15:45 PM",335.33809448,"23A42",785.55433378,"2016-09-19T17:15:45.976Z",81.7366137920662
5.15255681,5,78.20406912,174,4746.47770941,13.98,"9/19/2016 5:15:46 PM",335.12809448,"23A42",785.57073798,"2016-09-19T17:15:46.979Z",78.2168606443387
5.2837904,5,80.48218848,174,4883.04060599,13.95,"9/19/2016 5:15:47 PM",335.02809448,"23A42",785.6133889,"2016-09-19T17:15:47.981Z",80.4953341274788
5.2837904,5,80.10807205,174,4864.86551688,14.03,"9/19/2016 5:15:48 PM",335.17809448,"23A42",785.65932066,"2016-09-19T17:15:48.984Z",80.1211663766616
5.2837904,5,70.74790652,174,4301.43775465,14.13,"9/19/2016 5:15:49 PM",335.05809448,"23A42",785.55433378,"2016-09-19T17:15:49.977Z",70.7594750942137
5.21817361,5,78.62694064,174,4778.81050459,14.1,"9/19/2016 5:15:50 PM",335.01809448,"23A42",785.5641763,"2016-09-19T17:15:50.981Z",78.6398127096324
5.25098201,5,72.05915503,174,4377.08308142,14.05,"9/19/2016 5:15:51 PM",334.90809448,"23A42",785.6297931,"2016-09-19T17:15:51.976Z",72.0709369440707
5.25098201,5,73.71628233,174,4474.62253728,13.99,"9/19/2016 5:15:52 PM",334.88809448,"23A42",785.64947814,"2016-09-19T17:15:52.980Z",73.7284069792055
5.25098201,5,69.95688632,174,4242.96632962,13.92,"9/19/2016 5:15:53 PM",334.80809448,"23A42",785.67244402,"2016-09-19T17:15:53.980Z",69.9683029987911
5.15255681,5,62.37435788,174,3783.51429978,13.93,"9/19/2016 5:15:54 PM",334.57809448,"23A42",785.64291646,"2016-09-19T17:15:54.984Z",62.3844972762576
5.25098201,5,74.23011124,174,4499.00740124,13.86,"9/19/2016 5:15:55 PM",334.80809448,"23A42",785.70197158,"2016-09-19T17:15:55.984Z",74.242240908585
5.21817361,5,74.85876704,174,4533.42870718,13.79,"9/19/2016 5:15:56 PM",335.08809448,"23A42",785.71837578,"2016-09-19T17:15:56.977Z",74.8710515030628
5.2837904,5,77.24836497,174,4677.0562628,13.77,"9/19/2016 5:15:57 PM",334.99809448,"23A42",785.61666974,"2016-09-19T17:15:57.978Z",77.2610271151809
5.25098201,5,78.53651854,174,4755.04847285,13.77,"9/19/2016 5:15:58 PM",335.00809448,"23A42",785.63307394,"2016-09-19T17:15:58.981Z",78.5493926846466
5.3165988,5,74.38498864,174,4503.69098678,13.77,"9/19/2016 5:15:59 PM",334.70809448,"23A42",785.60682722,"2016-09-19T17:15:59.982Z",74.3971788869807
5.2837904,5,78.23996312,174,4737.63989315,13.78,"9/19/2016 5:16:00 PM",334.71809448,"23A42",785.59370386,"2016-09-19T17:16:00.975Z",78.2527416834086
5.2837904,5,73.51198225,174,4452.89683052,13.81,"9/19/2016 5:16:01 PM",335.20809448,"23A42",785.63635478,"2016-09-19T17:16:01.979Z",73.5239804257699
5.21817361,5,81.24997012,174,4919.9050381,13.78,"9/19/2016 5:16:02 PM",335.07809448,"23A42",785.64947814,"2016-09-19T17:16:02.983Z",81.2632590775827
5.25098201,5,77.60326453,174,4700.18252894,13.8,"9/19/2016 5:16:03 PM",334.95809448,"23A42",785.67572486,"2016-09-19T17:16:03.984Z",77.6160409951395
5.25098201,5,73.29934591,174,4444.14145732,13.89,"9/19/2016 5:16:04 PM",334.70809448,"23A42",785.63307394,"2016-09-19T17:16:04.985Z",73.3113066838746
5.3165988,5,74.07446606,174,4503.69098678,14.13,"9/19/2016 5:16:05 PM",334.98809448,"23A42",785.56089546,"2016-09-19T17:16:05.976Z",74.0865795085821
5.3165988,5,70.78177961,174,4304.99873737,14.16,"9/19/2016 5:16:06 PM",335.19809448,"23A42",785.52808707,"2016-09-19T17:16:06.979Z",70.7933125700844
5.2837904,5,72.09367042,174,4380.1964741,14.07,"9/19/2016 5:16:07 PM",335.09809448,"23A42",785.58714218,"2016-09-19T17:16:07.981Z",72.1054182029527
5.3165988,5,79.92654682,174,4858.92864483,14.12,"9/19/2016 5:16:08 PM",335.37809448,"23A42",785.55433378,"2016-09-19T17:16:08.975Z",79.9396153291189
